,feeling,news,news_tokens,news_tokens_tagged
1108,neutral,The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .,"['service', 'also', 'enable', 'user', 'watch', 'email', 'html', 'format', 'en', 'enhance', 'addition', 'language', 'choose']","[('service', 'NN'), ('also', 'RB'), ('enable', 'JJ'), ('user', 'JJ'), ('watch', 'NN'), ('email', 'NN'), ('html', 'NN'), ('format', 'NN'), ('en', 'FW'), ('enhance', 'NN'), ('addition', 'NN'), ('language', 'NN'), ('choose', 'NN')]"
1109,positive,"The services also give the supplier opportunity to key-in invoices , receive orders electronically , to send order confirmations and to upload and create electronic catalogues .","['service', 'also', 'give', 'supplier', 'opportunity', 'keyin', 'invoice', 'receive', 'order', 'electronically', 'send', 'order', 'confirmation', 'upload', 'create', 'electronic', 'catalogue']","[('service', 'NN'), ('also', 'RB'), ('give', 'VBP'), ('supplier', 'JJR'), ('opportunity', 'NN'), ('keyin', 'NN'), ('invoice', 'NN'), ('receive', 'JJ'), ('order', 'NN'), ('electronically', 'RB'), ('send', 'VB'), ('order', 'NN'), ('confirmation', 'NN'), ('upload', 'NN'), ('create', 'NN'), ('electronic', 'JJ'), ('catalogue', 'NN')]"
1110,neutral,The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI .,"['swedish', 'subsidiary', 'hold', 'net', 'smelter', 'return', 'nsr', 'royalty', 'two', 'advance', 'copper', 'project', 'northern', 'sweden', 'viscaria', 'adak', 'project', 'develop', 'avalon', 'mineral', 'ltd', 'asx', 'avi']","[('swedish', 'JJ'), ('subsidiary', 'NN'), ('hold', 'VBP'), ('net', 'JJ'), ('smelter', 'NN'), ('return', 'NN'), ('nsr', 'FW'), ('royalty', 'NN'), ('two', 'CD'), ('advance', 'NN'), ('copper', 'NN'), ('project', 'NN'), ('northern', 'JJ'), ('sweden', 'JJ'), ('viscaria', 'NN'), ('adak', 'NN'), ('project', 'NN'), ('develop', 'VB'), ('avalon', 'JJ'), ('mineral', 'NN'), ('ltd', 'NN'), ('asx', 'NN'), ('avi', 'NN')]"
1111,neutral,"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million .","['total', 'investment', 'vantaa', 'plant', 'extension', 'amount', 'around', 'million', 'euro', 'okmetic', 'share', 'investment', 'worth', 'around', 'million']","[('total', 'JJ'), ('investment', 'NN'), ('vantaa', 'NN'), ('plant', 'NN'), ('extension', 'NN'), ('amount', 'NN'), ('around', 'IN'), ('million', 'CD'), ('euro', 'FW'), ('okmetic', 'JJ'), ('share', 'NN'), ('investment', 'NN'), ('worth', 'NN'), ('around', 'IN'), ('million', 'CD')]"
1112,neutral,"The value of the deal exceeds EUR500 ,000 , the company said .","['value', 'deal', 'exceed', 'eur', 'company', 'say']","[('value', 'NN'), ('deal', 'NN'), ('exceed', 'VB'), ('eur', 'JJ'), ('company', 'NN'), ('say', 'VBP')]"
1113,neutral,"This implementation will upgrade the existing system , enabling voicemail and video mail to be housed on the same platform .","['implementation', 'upgrade', 'exist', 'system', 'enable', 'voicemail', 'video', 'mail', 'house', 'platform']","[('implementation', 'NN'), ('upgrade', 'JJ'), ('exist', 'NN'), ('system', 'NN'), ('enable', 'JJ'), ('voicemail', 'NN'), ('video', 'NN'), ('mail', 'NN'), ('house', 'NN'), ('platform', 'NN')]"
1114,positive,This is the second successful effort for the financial investor this year .,"['second', 'successful', 'effort', 'financial', 'investor', 'year']","[('second', 'JJ'), ('successful', 'JJ'), ('effort', 'NN'), ('financial', 'JJ'), ('investor', 'NN'), ('year', 'NN')]"
1115,neutral,Travel expenses would be reimbursed in accordance with the travel policy of the company .,"['travel', 'expense', 'would', 'reimburse', 'accordance', 'travel', 'policy', 'company']","[('travel', 'NN'), ('expense', 'NN'), ('would', 'MD'), ('reimburse', 'VB'), ('accordance', 'NN'), ('travel', 'NN'), ('policy', 'NN'), ('company', 'NN')]"
1116,neutral,Welcome !,['welcome'],"[('welcome', 'NN')]"
1117,neutral,Wellness services will be important in the future .,"['wellness', 'service', 'important', 'future']","[('wellness', 'NN'), ('service', 'NN'), ('important', 'JJ'), ('future', 'NN')]"
1118,neutral,"You need to be ready when the window opens up , Rosberg said .","['need', 'ready', 'window', 'open', 'rosberg', 'say']","[('need', 'NN'), ('ready', 'JJ'), ('window', 'NN'), ('open', 'JJ'), ('rosberg', 'NNS'), ('say', 'VBP')]"
1119,neutral,- Tikkurila inspires you to color your life .,"['tikkurila', 'inspire', 'color', 'life']","[('tikkurila', 'NN'), ('inspire', 'NN'), ('color', 'NN'), ('life', 'NN')]"
1120,positive,: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,"['lietuvos', 'respublikos', 'sveikatos', 'apsaugos', 'ministerija', 'award', 'contract', 'uab', 'affecto', 'lietuva', 'financial', 'system', 'software', 'package']","[('lietuvos', 'NN'), ('respublikos', 'NN'), ('sveikatos', 'NN'), ('apsaugos', 'VBZ'), ('ministerija', 'RBS'), ('award', 'JJ'), ('contract', 'NN'), ('uab', 'JJ'), ('affecto', 'NN'), ('lietuva', 'RBR'), ('financial', 'JJ'), ('system', 'NN'), ('software', 'NN'), ('package', 'NN')]"
1121,neutral,CF2 Pty Ltd became a substantial holder in Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc ) .,"['cf', 'pty', 'ltd', 'become', 'substantial', 'holder', 'renison', 'consolidate', 'mine', 'nl', 'january', 'million', 'share', 'pc']","[('cf', 'NN'), ('pty', 'NN'), ('ltd', 'VBZ'), ('become', 'VBN'), ('substantial', 'JJ'), ('holder', 'NN'), ('renison', 'NN'), ('consolidate', 'NN'), ('mine', 'NN'), ('nl', 'IN'), ('january', 'JJ'), ('million', 'CD'), ('share', 'NN'), ('pc', 'NN')]"
1122,neutral,Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .,"['raffle', 'equity', 'ltd', 'become', 'substantial', 'holder', 'archer', 'exploration', 'ltd', 'january', 'million', 'share', 'pc']","[('raffle', 'JJ'), ('equity', 'NN'), ('ltd', 'VBZ'), ('become', 'VBN'), ('substantial', 'JJ'), ('holder', 'NN'), ('archer', 'NN'), ('exploration', 'NN'), ('ltd', 'IN'), ('january', 'JJ'), ('million', 'CD'), ('share', 'NN'), ('pc', 'NN')]"
1123,positive,"` For Nordea , moving into the new headquarters signifies the beginning of a new era .","['nordea', 'move', 'new', 'headquarter', 'signify', 'begin', 'new', 'era']","[('nordea', 'RB'), ('move', 'VB'), ('new', 'JJ'), ('headquarter', 'NN'), ('signify', 'VB'), ('begin', 'VB'), ('new', 'JJ'), ('era', 'NN')]"
1124,neutral,"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO .","['respect', 'decision', 'discussion', 'close', 'say', 'kai', 'telanne', 'alma', 'medium', 'ceo']","[('respect', 'JJ'), ('decision', 'NN'), ('discussion', 'NN'), ('close', 'RB'), ('say', 'VBP'), ('kai', 'NN'), ('telanne', 'NN'), ('alma', 'NN'), ('medium', 'NN'), ('ceo', 'NN')]"
1125,neutral,`` Directors and shareholders alike should ask why these practices were allowed to continue . '',"['director', 'shareholder', 'alike', 'ask', 'practice', 'allow', 'continue']","[('director', 'NN'), ('shareholder', 'NN'), ('alike', 'IN'), ('ask', 'NN'), ('practice', 'NN'), ('allow', 'NN'), ('continue', 'NN')]"
1126,neutral,"`` Every partner will be allowed to buy a quantity of electricity corresponding to their share in the consortium , at production cost , '' a letter of intent said .","['every', 'partner', 'allow', 'buy', 'quantity', 'electricity', 'correspond', 'share', 'consortium', 'production', 'cost', 'letter', 'intent', 'say']","[('every', 'DT'), ('partner', 'NN'), ('allow', 'IN'), ('buy', 'NN'), ('quantity', 'NN'), ('electricity', 'NN'), ('correspond', 'NN'), ('share', 'NN'), ('consortium', 'NN'), ('production', 'NN'), ('cost', 'NN'), ('letter', 'NN'), ('intent', 'NN'), ('say', 'VBP')]"
1127,positive,"`` I 'm happy with the outcome , '' Sneed said after the hearing .","['happy', 'outcome', 'sneed', 'say', 'hear']","[('happy', 'JJ'), ('outcome', 'NN'), ('sneed', 'NNS'), ('say', 'VBP'), ('hear', 'NN')]"
1128,positive,"`` Installation of the automatic varnishing line is an important part of the company 's strategy in the region of central and eastern Europe , '' said Jozef Misurec , the director of Ruukki Slovakia .","['installation', 'automatic', 'varnish', 'line', 'important', 'part', 'company', 'strategy', 'region', 'central', 'eastern', 'europe', 'say', 'jozef', 'misurec', 'director', 'ruukki', 'slovakia']","[('installation', 'NN'), ('automatic', 'JJ'), ('varnish', 'JJ'), ('line', 'NN'), ('important', 'JJ'), ('part', 'NN'), ('company', 'NN'), ('strategy', 'NN'), ('region', 'NN'), ('central', 'JJ'), ('eastern', 'JJ'), ('europe', 'NN'), ('say', 'VBP'), ('jozef', 'NN'), ('misurec', 'NNS'), ('director', 'NN'), ('ruukki', 'VBP'), ('slovakia', 'NN')]"
1129,positive,`` It allows the young child to move forward with his life . '',"['allow', 'young', 'child', 'move', 'forward', 'life']","[('allow', 'JJ'), ('young', 'JJ'), ('child', 'NN'), ('move', 'VB'), ('forward', 'RB'), ('life', 'NN')]"
1130,positive,"`` Our decision and resolve on MeeGo is only stronger , '' she continued .","['decision', 'resolve', 'meego', 'strong', 'continue']","[('decision', 'NN'), ('resolve', 'VB'), ('meego', 'NN'), ('strong', 'JJ'), ('continue', 'NN')]"
1131,neutral,`` The issues identified by Stonesoft affect a range of content inspection technology .,"['issue', 'identify', 'stonesoft', 'affect', 'range', 'content', 'inspection', 'technology']","[('issue', 'NN'), ('identify', 'VB'), ('stonesoft', 'JJ'), ('affect', 'JJ'), ('range', 'NN'), ('content', 'JJ'), ('inspection', 'NN'), ('technology', 'NN')]"
1132,neutral,`` They want my credit card info and my personal details .,"['want', 'credit', 'card', 'info', 'personal', 'detail']","[('want', 'VB'), ('credit', 'NN'), ('card', 'NN'), ('info', 'VBP'), ('personal', 'JJ'), ('detail', 'NN')]"
1133,neutral,"`` We hope to clarify our policies to Finnish businesses where there are any gray areas , '' Motlanthe said .","['hope', 'clarify', 'policy', 'finnish', 'business', 'gray', 'area', 'motlanthe', 'say']","[('hope', 'NN'), ('clarify', 'NN'), ('policy', 'NN'), ('finnish', 'JJ'), ('business', 'NN'), ('gray', 'JJ'), ('area', 'NN'), ('motlanthe', 'NNS'), ('say', 'VBP')]"
1134,neutral,"`` We will now , after the relevant authority approvals , make a mandatory bid as required by the Finnish Securities Markets Act .","['relevant', 'authority', 'approval', 'make', 'mandatory', 'bid', 'require', 'finnish', 'security', 'market', 'act']","[('relevant', 'JJ'), ('authority', 'NN'), ('approval', 'NN'), ('make', 'VBP'), ('mandatory', 'JJ'), ('bid', 'NN'), ('require', 'VBP'), ('finnish', 'JJ'), ('security', 'NN'), ('market', 'NN'), ('act', 'NN')]"
1135,positive,1 November 2010 - Finnish textile and clothing company Marimekko Oyj ( HEL : MMO1V ) announced on Friday the opening of its first concept store in Seoul in cooperation with Japanese sector player Look Inc ( TYO : 8029 ) .,"['november', 'finnish', 'textile', 'clothe', 'company', 'marimekko', 'oyj', 'hel', 'mmov', 'announce', 'friday', 'open', 'first', 'concept', 'store', 'seoul', 'cooperation', 'japanese', 'sector', 'player', 'look', 'inc', 'tyo']","[('november', 'JJ'), ('finnish', 'JJ'), ('textile', 'NN'), ('clothe', 'NN'), ('company', 'NN'), ('marimekko', 'VBZ'), ('oyj', 'JJ'), ('hel', 'NN'), ('mmov', 'NN'), ('announce', 'NN'), ('friday', 'NN'), ('open', 'JJ'), ('first', 'JJ'), ('concept', 'NN'), ('store', 'NN'), ('seoul', 'JJ'), ('cooperation', 'NN'), ('japanese', 'NN'), ('sector', 'NN'), ('player', 'NN'), ('look', 'VBP'), ('inc', 'JJ'), ('tyo', 'NN')]"
1136,neutral,A broad range of connectivity options including 3G - HSPA and Wi-Fi gives consumers high speed access to the Internet .,"['broad', 'range', 'connectivity', 'option', 'include', 'g', 'hspa', 'wifi', 'give', 'consumer', 'high', 'speed', 'access', 'internet']","[('broad', 'JJ'), ('range', 'NN'), ('connectivity', 'NN'), ('option', 'NN'), ('include', 'VBP'), ('g', 'JJ'), ('hspa', 'JJ'), ('wifi', 'NN'), ('give', 'VB'), ('consumer', 'NN'), ('high', 'JJ'), ('speed', 'NN'), ('access', 'NN'), ('internet', 'NN')]"
1137,positive,A new production line is being completed for the contract production of hormone treatments .,"['new', 'production', 'line', 'complete', 'contract', 'production', 'hormone', 'treatment']","[('new', 'JJ'), ('production', 'NN'), ('line', 'NN'), ('complete', 'JJ'), ('contract', 'NN'), ('production', 'NN'), ('hormone', 'NN'), ('treatment', 'NN')]"
1138,neutral,A quick `` one-stop-shop '' to understand the company .,"['quick', 'onestopshop', 'understand', 'company']","[('quick', 'JJ'), ('onestopshop', 'NN'), ('understand', 'VBP'), ('company', 'NN')]"
1139,neutral,About Dopplr Dopplr is a service for smart travellers .,"['dopplr', 'dopplr', 'service', 'smart', 'traveller']","[('dopplr', 'NN'), ('dopplr', 'NN'), ('service', 'NN'), ('smart', 'JJ'), ('traveller', 'NN')]"
1140,positive,About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .,"['elcoteq', 'elcoteq', 'se', 'lead', 'electronics', 'manufacture', 'service', 'em', 'company', 'communication', 'technology', 'field']","[('elcoteq', 'NN'), ('elcoteq', 'FW'), ('se', 'JJ'), ('lead', 'NN'), ('electronics', 'NNS'), ('manufacture', 'JJ'), ('service', 'NN'), ('em', 'VBD'), ('company', 'NN'), ('communication', 'NN'), ('technology', 'NN'), ('field', 'NN')]"
1141,positive,About Nokia Nokia is a pioneer in mobile telecommunications and the world 's leading maker of mobile devices .,"['nokia', 'nokia', 'pioneer', 'mobile', 'telecommunication', 'world', 'lead', 'maker', 'mobile', 'device']","[('nokia', 'JJ'), ('nokia', 'NNS'), ('pioneer', 'VBP'), ('mobile', 'JJ'), ('telecommunication', 'NN'), ('world', 'NN'), ('lead', 'NN'), ('maker', 'NN'), ('mobile', 'JJ'), ('device', 'NN')]"
1142,neutral,About Stonesoft Corporation Stonesoft Corporation ( OMX : SFT1V ) is an innovative provider of integrated network security solutions to secure the information flow of distributed organizations .,"['stonesoft', 'corporation', 'stonesoft', 'corporation', 'omx', 'sftv', 'innovative', 'provider', 'integrate', 'network', 'security', 'solution', 'secure', 'information', 'flow', 'distribute', 'organization']","[('stonesoft', 'JJ'), ('corporation', 'NN'), ('stonesoft', 'JJ'), ('corporation', 'NN'), ('omx', 'IN'), ('sftv', 'JJ'), ('innovative', 'JJ'), ('provider', 'NN'), ('integrate', 'NN'), ('network', 'NN'), ('security', 'NN'), ('solution', 'NN'), ('secure', 'NN'), ('information', 'NN'), ('flow', 'NN'), ('distribute', 'NN'), ('organization', 'NN')]"
1143,neutral,"According to Sweden 's Minister for Local Government and Financial Markets , Mats Odell , the decision to sell the State 's shares in telecom group TeliaSonera can only be carried out in cooperation with the State of Finland .","['accord', 'sweden', 'minister', 'local', 'government', 'financial', 'market', 'mat', 'odell', 'decision', 'sell', 'state', 'share', 'telecom', 'group', 'teliasonera', 'carry', 'cooperation', 'state', 'finland']","[('accord', 'NN'), ('sweden', 'VBZ'), ('minister', 'NN'), ('local', 'JJ'), ('government', 'NN'), ('financial', 'JJ'), ('market', 'NN'), ('mat', 'NN'), ('odell', 'VBP'), ('decision', 'NN'), ('sell', 'NN'), ('state', 'NN'), ('share', 'NN'), ('telecom', 'NN'), ('group', 'NN'), ('teliasonera', 'NN'), ('carry', 'VBP'), ('cooperation', 'NN'), ('state', 'NN'), ('finland', 'NN')]"
1144,neutral,Finnish beverage company Olvi is introducing a new long drink Olvi Kultalonkero ( `` golden long drink '' ) in the market in Finland in the spring of 2009 .,"['finnish', 'beverage', 'company', 'olvi', 'introduce', 'new', 'long', 'drink', 'olvi', 'kultalonkero', 'golden', 'long', 'drink', 'market', 'finland', 'spring']","[('finnish', 'JJ'), ('beverage', 'NN'), ('company', 'NN'), ('olvi', 'RB'), ('introduce', 'VB'), ('new', 'JJ'), ('long', 'JJ'), ('drink', 'NN'), ('olvi', 'NN'), ('kultalonkero', 'VBD'), ('golden', 'JJ'), ('long', 'RB'), ('drink', 'VBP'), ('market', 'NN'), ('finland', 'NN'), ('spring', 'NN')]"
1145,positive,"Finnish GeoSentric , a developer and provider of solutions , products , and technologies for location based services , has preliminary agreed on a EUR 6mn short-term funding with its leading investor .","['finnish', 'geosentric', 'developer', 'provider', 'solution', 'product', 'technology', 'location', 'base', 'service', 'preliminary', 'agree', 'eur', 'mn', 'shortterm', 'fund', 'lead', 'investor']","[('finnish', 'JJ'), ('geosentric', 'JJ'), ('developer', 'NN'), ('provider', 'NN'), ('solution', 'NN'), ('product', 'NN'), ('technology', 'NN'), ('location', 'NN'), ('base', 'NN'), ('service', 'NN'), ('preliminary', 'JJ'), ('agree', 'JJ'), ('eur', 'NN'), ('mn', 'FW'), ('shortterm', 'NN'), ('fund', 'NN'), ('lead', 'NN'), ('investor', 'NN')]"
1146,positive,Finnish Raisio ( Diagnostics ) is launching new DNA-based quick tests to ensure the safety of food .,"['finnish', 'raisio', 'diagnostics', 'launch', 'new', 'dnabased', 'quick', 'test', 'ensure', 'safety', 'food']","[('finnish', 'JJ'), ('raisio', 'NN'), ('diagnostics', 'NNS'), ('launch', 'JJ'), ('new', 'JJ'), ('dnabased', 'VBN'), ('quick', 'JJ'), ('test', 'NN'), ('ensure', 'VB'), ('safety', 'NN'), ('food', 'NN')]"
